"id","name","gender","age","class","embarked","country","ticketno","fare","sibsp","parch","survived"
"282","Cribb, Mr. John Hatfield","male",43,"3rd","S","Australia",371362,16.02,"0","1","no"
"283","Crosby, Captain. Edward Gifford","male",70,"1st","S","United States",5735,71,"1","1","no"
"284","Crosby, Miss. Harriette Rebecca","female",39,"1st","S","United States",112901,26.11,"0","2","yes"
"285","Crosby, Mrs. Catherine Elizabeth","female",64,"1st","S","United States",5735,71,"1","1","yes"
"286","Culumovic, Mr. Jeso","male",17,"3rd","S","Croatia (Modern)",315090,8.1303,"0","0","no"
"287","Cumings, Mr. John Bradley","male",39,"1st","C","United States",17599,71.0508,"1","0","no"
"288","Cumings, Mrs. Florence Briggs","female",35,"1st","C","Peru",17599,71.0508,"1","0","yes"
"289","Cunningham, Mr. Alfred Fleming","male",22,"2nd","B","Northern Ireland",239853,NA,"0","0","no"
"290","Daher, Mr. Tannous","male",28,"3rd","C",NA,2686,7.0407,"0","0","no"
"291","Dahlberg, Miss. Gerda Ulrika","female",22,"3rd","S","Sweden",7552,10.1004,"0","0","no"
"292","Dahl, Mr. Charles Edward","male",45,"3rd","S",NA,7598,8.01,"0","0","yes"
"293","Dakic, Mr. Branko","male",19,"3rd","S",NA,349228,10.0305,"0","0","no"
"294","Daly, Miss. Margaret Marcella","female",33,"3rd","Q","Ireland",382650,6.19,"0","0","yes"
"295","Daly, Mr. Eugene Patrick","male",29,"3rd","Q","Ireland",382651,7.15,"0","0","yes"
"296","Daly, Mr. Peter Dennis","male",51,"1st","S","England",113055,26.11,"0","0","yes"
"297","Danbom, Master. Gilbert Sigvard Emanuel","male",0.3333333333,"3rd","S","Sweden",347080,14.08,"0","2","no"
"298","Danbom, Mr. Ernst Gilbert","male",34,"3rd","S","Sweden",347080,14.08,"1","1","no"
"299","Danbom, Mrs. Anna Sigrid Maria","female",28,"3rd","S","Sweden",347080,14.08,"1","1","no"
"300","Daniel, Mr. Robert Williams","male",27,"1st","S","United States",113804,30.1,"0","0","yes"
"301","Daniels, Miss. Sarah Rebecca","female",36,"1st","S","England",113781,151.16,"0","0","yes"
"302","Danoff, Mr. Yoto","male",27,"3rd","S",NA,349219,7.1711,"0","0","no"
"303","Davidson, Mrs. Orian","female",27,"1st","C","Canada",12750,52,"1","2","yes"
"304","Davidson, Mr. Thornton","male",31,"1st","C","Canada",12750,52,"1","0","no"
"305","Davies, Master. John Morgan jr","male",8,"2nd","S","England",33112,36.15,"1","1","yes"
"306","Davies, Mr. Alfred James","male",24,"3rd","S","England",48871,24.03,"2","0","no"
"307","Davies, Mr. Charles Henry","male",19,"2nd","S","England",14879,73.1,"0","0","no"
"308","Davies, Mr. Evan Lewis","male",22,"3rd","S","Wales",23568,8.01,"0","0","no"
"309","Davies, Mr. John","male",22,"3rd","S","England",48871,24.03,"2","0","no"
"310","Davies, Mr. Joseph","male",17,"3rd","S","England",48873,8.01,"2","0","no"
"311","Davies, Mrs. Agnes","female",48,"2nd","S","England",33112,36.15,"0","2","yes"
"312","Davis, Miss. Mary Ann Charlotte","female",28,"2nd","S","England",237668,13,"0","0","yes"
"313","Davison, Mrs. Mary Elizabeth","female",34,"3rd","S","England",386525,16.02,"1","0","yes"
"314","Davison, Mr. Thomas Henry","male",32,"3rd","S","England",386525,16.02,"1","0","no"
"315","Deacon, Mr. Percy William","male",18,"2nd","S","England",14879,73.1,"0","0","no"
"316","Dean, Master. Bertram Vere","male",1,"3rd","S","England",2315,20.1106,"1","2","yes"
"317","Dean, Miss. Elizabeth Gladys 'Millvina'","female",0.1666666667,"3rd","S","England",2315,20.1106,"1","2","yes"
"318","Dean, Mr. Bertram Frank","male",25,"3rd","S","England",2315,20.1106,"1","2","no"
"319","Dean, Mrs. Eva Georgetta","female",32,"3rd","S","England",2315,20.1106,"1","2","yes"
"320","Delalic, Mr. Redjo","male",25,"3rd","S","Bosnia",349250,7.1711,"0","0","no"
"321","Del Carlo, Mrs. Argene","female",24,"2nd","C","Italy",2167,27.1405,"1","0","yes"
"322","Del Carlo, Mr. Sebastiano","male",29,"2nd","C","Italy",2167,27.1405,"1","0","no"
"323","De Messemaeker, Mr. Guillaume Joseph","male",36,"3rd","S","United States",345572,17.08,"1","0","yes"
"324","De Messemaeker, Mrs. Anna","female",36,"3rd","S","United States",345572,17.08,"1","0","yes"
"325","De Mulder, Mr. Theodoor","male",30,"3rd","S","Belgium",345774,9.1,"0","0","yes"
"326","Denbuoy, Mr. Albert Joseph","male",25,"2nd","S","Channel Islands",31029,31.1,"0","0","no"
"327","Denkoff, Mr. Mitto","male",30,"3rd","S",NA,349225,7.1711,"0","0","no"
"328","Dennis, Mr. Samuel","male",22,"3rd","S","England",21172,7.05,"0","0","no"
"329","Dennis, Mr. William","male",26,"3rd","S","England",21175,7.05,"0","0","no"
"330","De Pelsmaeker, Mr. Alfons","male",16,"3rd","S","Belgium",345778,9.1,"0","0","no"
"331","Devaney, Miss. Margaret Delia","female",19,"3rd","Q","Ireland",330958,7.1707,"0","0","yes"
"332","Dibden, Mr. William","male",18,"2nd","S","England",14879,73.1,"0","0","no"
"333","Dick, Mr. Albert Adrian","male",31,"1st","S","Canada",17474,57,"1","0","yes"
"334","Dick, Mrs. Vera","female",17,"1st","S","United States",17474,57,"1","0","yes"
"335","Dika, Mr. Mirko","male",17,"3rd","S","Croatia (Modern)",349232,7.1711,"0","0","no"
"336","Dimic, Mr. Jovan","male",42,"3rd","S","Hungary",315088,8.1303,"0","0","no"
"337","Dintcheff, Mr. Valtcho","male",43,"3rd","S",NA,349226,7.1711,"0","0","no"
"338","Dodge, Dr. Washington","male",52,"1st","S","United States",33638,81.1702,"1","1","yes"
"339","Dodge, Master. Washington","male",4,"1st","S","United States",33638,81.1702,"0","2","yes"
"340","Dodge, Mrs. Ruth","female",34,"1st","S","United States",33638,81.1702,"1","1","yes"
"341","Doling, Miss. Elsie","female",18,"2nd","S","England",231919,23,"0","1","yes"
"342","Doling, Mrs. Ada Julia Elizabeth","female",34,"2nd","S","England",231919,23,"0","1","yes"
"343","Donohoe, Miss. Bridget","female",21,"3rd","Q","Ireland",364856,7.15,"0","0","no"
"344","Dooly, Mr. Patrick","male",37,"3rd","Q","Ireland",370376,7.15,"0","0","no"
"345","Dorking, Mr. Edward Arthur","male",18,"3rd","S","England",10482,8.01,"0","0","yes"
"346","Dougherty, Mr. William John","male",22,"3rd","Q","Ireland",330877,8.0902,"0","0","no"
"347","Douglas, Mrs. Mahala","female",48,"1st","C","United States",17761,106.0806,"1","0","yes"
"348","Douglas, Mrs. Mary Hélène","female",27,"1st","C","Canada",17558,247.1005,"1","1","yes"
"349","Douglas, Mr. Walter Donald","male",50,"1st","C","United States",17761,106.0806,"1","0","no"
"350","Douton, Mr. William Joseph","male",55,"2nd","S","England",28403,26,"0","0","no"
"351","Dowdell, Miss. Elizabeth","female",31,"3rd","S","United States",364516,12.0906,"0","0","yes"
"352","Doyle, Miss. Elizabeth","female",28,"3rd","Q","Ireland",368702,7.15,"0","0","no"
"353","Drazenovic, Mr. Jozef","male",33,"3rd","C","Croatia (Modern)",349241,7.1711,"0","0","no"
"354","Drew, Master. Marshall Brines","male",8,"2nd","S","United States",28220,32.1,"0","2","yes"
"355","Drew, Mr. James Vivian","male",42,"2nd","S","England",28220,32.1,"1","1","no"
"356","Drew, Mrs. Maria Louisa Thorne","female",34,"2nd","S","United States",28220,32.1,"1","1","yes"
"357","Driscoll, Miss. Bridget","female",27,"3rd","Q","Ireland",14311,7.15,"0","0","yes"
"358","Dropkin, Miss. Jennie","female",24,"3rd","S","England",392083,8.01,"0","0","yes"
"359","Duff Gordon, Lucy Christiana, Lady","female",48,"1st","C","England",17485,56.1807,"1","0","yes"
"360","Duff Gordon, Sir. Cosmo Edmund","male",49,"1st","C","England",11755,39.12,"1","0","yes"
"361","Dulles, Mr. William Crothers","male",39,"1st","C","United States",17580,29.14,"0","0","no"
"362","Duquemin, Mr. Joseph Pierre","male",24,"3rd","S","Channel Islands",752,7.11,"0","0","yes"
"363","Durán i Moné, Sra. Asuncion","female",27,"2nd","C","Spain",2149,13.1702,"1","0","yes"
"364","Durán i Moné, Sra. Florentina","female",30,"2nd","C","Spain",2148,13.1702,"1","0","yes"
"365","Dwan, Mr. Frank","male",65,"3rd","Q","Ireland",336439,7.15,"0","0","no"
"366","Dyker, Mr. Adolf Fredrik","male",23,"3rd","S","United States",347072,13.18,"1","0","no"
"367","Dyker, Mrs. Anna Elisabeth Judith","female",22,"3rd","S","United States",347072,13.18,"1","0","yes"
"368","Earnshaw, Mrs. Olive","female",23,"1st","C","United States",11767,83.0302,"0","1","yes"
"369","Edvardsson, Mr. Gustaf Hjalmar","male",18,"3rd","S","Sweden",349912,7.1506,"0","0","no"
"370","Eitemiller, Mr. George Floyd","male",25,"2nd","S","United States",29751,13,"0","0","no"
"371","Eklund, Mr. Hans Linus","male",16,"3rd","S","Sweden",347074,7.1506,"0","0","no"
"372","Ekström, Mr. Amandus","male",45,"3rd","S","Sweden",347061,6.1906,"0","0","no"
"373","Elias, Mr. Dibo","male",29,"3rd","C",NA,2674,7.0406,"0","0","no"
"374","Elias, Mr. Joseph jr.","male",15,"3rd","C","Lebanon",2690,7.0407,"1","1","no"
"375","Elias Nasrallah, Mr. Tannous","male",22,"3rd","C","Lebanon",2695,7.0407,"1","1","no"
"376","Elsbury, Mr. William James","male",48,"3rd","S","England",3902,7.05,"0","0","no"
"377","Emanuel, Miss. Virginia Ethel","female",5,"3rd","S","United States",364516,12.0906,"0","0","yes"
"378","Enander, Mr. Ingvar","male",21,"2nd","S","Sweden",236854,13,"0","0","no"
"379","Endres, Miss. Caroline Louise","female",39,"1st","C","United States",17757,247.1006,"0","0","yes"
"380","Estanislau, Mr. Manuel Gonçalves","male",37,"3rd","S",NA,3101306,7.01,"0","0","no"
"381","Eustis, Miss. Elizabeth Mussey","female",54,"1st","C","United States",36947,78.0504,"1","0","yes"
"382","Evans, Miss. Edith Corse","female",36,"1st","C","United States",17531,31.1307,"0","0","no"
"383","Everett, Mr. Thomas James","male",38,"3rd","S","England",6212,15.02,"0","0","no"
"384","Fahlstrøm, Mr. Arne Joma","male",18,"2nd","S","Norway",236171,13,"0","0","no"
"385","Fardon, Mr. Charles Richard","male",46,"3rd","S","England",3101314,7.05,"0","0","no"
"386","Farrell, Mr. James","male",26,"3rd","Q","Ireland",367232,7.15,"0","0","no"
"387","Farthing, Mr. John","male",49,"1st","S","England",17483,221.1507,"0","0","no"
"388","Faunthorpe, Mr. Harry Bartram","male",32,"2nd","S","England",2926,26,"1","0","no"
"389","Fillbrook, Mr. Joseph Charles","male",18,"2nd","S","England",15185,10.1,"0","0","no"
"390","Finoli, Mr. Luigi","male",34,"3rd","S",NA,3101308,7.01,"0","0","yes"
"391","Fischer, Mr. Eberhard Thelander","male",18,"3rd","S","Sweden",350036,7.1511,"0","0","no"
"392","Flegenheim, Mrs. Antoinette","female",48,"1st","C","United States",17598,31.1308,"0","0","yes"
"393","Fleming, Miss. Honor","female",22,"3rd","Q","Ireland",364859,7.15,"0","0","no"
"394","Fleming, Miss. Margaret","female",42,"1st","C","United States",17421,110.1708,"0","0","yes"
"395","Flynn, Mr. James","male",28,"3rd","Q","Ireland",364851,7.15,"0","0","no"
"396","Flynn, Mr. John","male",48,"3rd","Q","Ireland",368323,6.19,"0","0","no"
"397","Flynn, Mr. John Irwin","male",36,"1st","S","Canada",14474,26.0509,"0","0","yes"
"398","Foley, Mr. Joseph","male",19,"3rd","Q","Ireland",330910,7.1707,"0","0","no"
"399","Foley, Mr. William","male",20,"3rd","Q","Ireland",365235,7.15,"0","0","no"
"400","Foo, Mr. Choong","male",32,"3rd","S",NA,1601,56.0911,"0","0","yes"
"401","Ford, Miss. Dollina Margaret","female",20,"3rd","S","England",6608,34.0706,"2","2","no"
"402","Ford, Miss. Robina Maggie","female",7,"3rd","S","England",6608,34.0706,"2","2","no"
"403","Ford, Mr. Arthur","male",23,"3rd","S","England",1478,8.01,"0","0","no"
"404","Ford, Mr. Edward Watson","male",18,"3rd","S","England",6608,34.0706,"2","2","no"
"405","Ford, Mrs. Margaret Ann Watson","female",54,"3rd","S","Scotland",6608,34.0706,"1","3","no"
"406","Ford, Mr. William Neal Thomas","male",14,"3rd","S","England",6608,34.0706,"1","3","no"
"407","Foreman, Mr. Benjamin Laventall","male",30,"1st","S","United States",113051,27.15,"0","0","no"
"408","Fortune, Miss. Alice Elizabeth","female",24,"1st","S","Canada",19950,263,"3","2","yes"
"409","Fortune, Miss. Ethel Flora","female",28,"1st","S","Canada",19950,263,"3","2","yes"
"410","Fortune, Miss. Mabel Helen","female",23,"1st","S","Canada",19950,263,"3","2","yes"
"411","Fortune, Mr. Charles Alexander","male",19,"1st","S","Canada",19950,263,"3","2","no"
"412","Fortune, Mr. Mark","male",64,"1st","S","Canada",19950,263,"1","4","no"
"413","Fortune, Mrs. Mary","female",60,"1st","S","Canada",19950,263,"1","4","yes"
"414","Fox, Mr. Patrick","male",28,"3rd","Q","Ireland",368573,7.15,"0","0","no"
"415","Fox, Mr. Stanley Harrington","male",38,"2nd","S","United States",229236,13,"0","0","no"
"416","Francatelli, Miss. Laura Mabel","female",32,"1st","C","England",17485,56.1807,"0","0","yes"
"417","Franklin, Mr. Thomas Parnham","male",37,"1st","S","England",113778,26.11,"0","0","no"
"418","Frauenthal, Dr. Henry William","male",49,"1st","S","United States",17611,133.13,"2","0","yes"
"419","Frauenthal, Mr. Isaac Gerald","male",43,"1st","C","United States",17765,27.1405,"1","0","yes"
"420","Frauenthal, Mrs. Clara","female",42,"1st","S","United States",17611,133.13,"1","0","yes"
"421","Frölicher, Miss. Hedwig Margaritha","female",22,"1st","C","Switzerland",13568,49.1,"0","2","yes"
"422","Frölicher-Stehli, Mr. Maximilian Josef","male",60,"1st","C","Switzerland",13567,79.04,"1","1","yes"
"423","Frölicher-Stehli, Mrs. Margaretha Emerentia","female",48,"1st","C","Switzerland",13567,79.04,"1","1","yes"
"424","Frost, Mr. Anthony Wood","male",39,"2nd","B","England",239854,NA,"0","0","no"
"425","Fry, Mr. Richard","male",39,"1st","S","England",112058,NA,"0","0","no"
"426","Funk, Miss. Annie Clemmer","female",38,"2nd","S","India",237671,13,"0","0","no"
"427","Futrelle, Mr. Jacques Heath","male",37,"1st","S","England",113803,53.02,"1","0","no"
"428","Futrelle, Mrs. Lily May","female",35,"1st","S","England",113803,53.02,"1","0","yes"
"429","Fynney, Mr. Joseph J.","male",36,"2nd","S","England",239865,26,"0","0","no"
"430","Gale, Mr. Harry","male",38,"2nd","S","England",28664,21,"1","0","no"
"431","Gale, Mr. Shadrach","male",33,"2nd","S","England",28664,21,"1","0","no"
"432","Gallagher, Mr. Martin","male",29,"3rd","Q","Ireland",36864,7.141,"0","0","no"
"433","Garfirth, Mr. John","male",23,"3rd","S","England",358585,14.1,"0","0","no"
"434","Garside, Miss. Ethel","female",39,"2nd","S","England",243880,13,"0","0","yes"
"435","Gaskell, Mr. William Alfred","male",19,"2nd","S","England",239865,26,"0","0","no"
"436","Gavey, Mr. Laurence","male",26,"2nd","S","Channel Islands",31028,10.1,"0","0","no"
"437","Gee, Mr. Arthur H.","male",47,"1st","S","England",111320,38.1,"0","0","no"
"438","George/Joseph, Mrs. Shawneene","female",38,"3rd","C","United States",2688,7.0407,"0","0","yes"
"439","Gerios Thamah, Mr. Assaf","male",21,"3rd","C","Lebanon",2692,7.0406,"0","0","no"
"440","Gheorgheff, Mr. Stanio","male",NA,"3rd","C","Bulgaria",349254,7.1711,"0","0","no"
"441","Gibson, Miss. Dorothy Winifred","female",22,"1st","C","United States",112378,59.08,"0","1","yes"
"442","Gibson, Mrs. Pauline Caroline","female",44,"1st","C","United States",112378,59.08,"0","1","yes"
"443","Gieger, Miss. Amalie","female",35,"1st","S",NA,113503,211.1,"0","0","yes"
"444","Giglio, Mr. Victor Gaitan Andrea","male",23,"1st","C",NA,17593,79.04,"0","0","no"
"445","Gilbert, Mr. William","male",47,"2nd","S","England",30769,10.1,"0","0","no"
"446","Giles, Mr. Edgar","male",19,"2nd","S","England",28133,11.1,"1","0","no"
"447","Giles, Mr. Frederick Edward","male",21,"2nd","S","England",28134,11.1,"1","0","no"
"448","Giles, Mr. Ralph","male",24,"2nd","S","England",248726,13.1,"0","0","no"
"449","Gilinski, Mr. Eliezer","male",23,"3rd","S","Wales",14973,8.01,"0","0","no"
"450","Gillespie, Mr. William Henry","male",31,"2nd","S","Ireland",12233,13,"0","0","no"
"451","Gill, Mr. John","male",24,"2nd","S","England",233866,13,"0","0","no"
"452","Gilnagh, Miss. Katherine","female",17,"3rd","Q","Ireland",35851,7.1408,"0","0","yes"
"453","Givard, Mr. Hans Kristensen","male",30,"2nd","S","Argentina",250646,13,"0","0","no"
"454","Glynn, Miss. Mary Agatha","female",18,"3rd","Q","Ireland",335677,7.15,"0","0","yes"
"455","Goldenberg, Mr. Samuel L.","male",47,"1st","C","United States",17453,89.0201,"1","0","yes"
"456","Goldenberg, Mrs. Nella","female",40,"1st","C","United States",17453,89.0201,"1","0","yes"
"457","Goldschmidt, Mr. George B.","male",71,"1st","C","United States",17754,34.1301,"0","0","no"
"458","Goldsmith, Master. Frank John William","male",9,"3rd","S","England",363291,20.1006,"0","2","yes"
"459","Goldsmith, Mr. Frank John","male",33,"3rd","S","England",363291,20.1006,"1","1","no"
"460","Goldsmith, Mr. Nathan","male",41,"3rd","S",NA,3101263,7.17,"0","0","no"
"461","Goldsmith, Mrs. Emily Alice","female",31,"3rd","S","England",363291,20.1006,"1","1","yes"
"462","Goodwin, Master. Harold Victor","male",9,"3rd","S","England",2144,46.18,"5","2","no"
"463","Goodwin, Master. Sidney Leslie","male",1,"3rd","S","England",2144,46.18,"5","2","no"
"464","Goodwin, Master. William Frederick","male",11,"3rd","S","England",2144,46.18,"5","2","no"
"465","Goodwin, Miss. Jessie Allis","female",10,"3rd","S","England",2144,46.18,"5","2","no"
"466","Goodwin, Miss. Lillian Amy","female",16,"3rd","S","England",2144,46.18,"5","2","no"
"467","Goodwin, Mr. Charles Edward","male",14,"3rd","S","England",2144,46.18,"5","2","no"
"468","Goodwin, Mr. Frederick Joseph","male",42,"3rd","S","England",2144,46.18,"1","6","no"
"469","Goodwin, Mrs. Augusta","female",43,"3rd","S","England",2144,46.18,"1","6","no"
"470","Gracie, Colonel. Archibald","male",53,"1st","S","United States",113780,28.1,"0","0","yes"
"471","Graham, Miss. Margaret Edith","female",19,"1st","S","England",17582,153.0903,"0","0","yes"
"472","Graham, Mr. George Edward","male",38,"1st","S","Canada",112053,30,"0","1","no"
"473","Graham, Mrs. Edith","female",59,"1st","S","England",17582,153.0903,"0","1","yes"
"474","Greenberg, Mr. Samuel","male",52,"2nd","S","South Africa",250647,13,"0","0","no"
"475","Greenfield, Mrs. Blanche","female",45,"1st","C","United States",17759,63.0702,"0","1","yes"
"476","Greenfield, Mr. William Bertram","male",23,"1st","C","United States",17759,63.0702,"0","1","yes"
"477","Green, Mr. George","male",20,"engineering crew","S","England",NA,NA,NA,NA,"no"
"478","Green, Mr. George","male",41,"3rd","S","England",21440,8.01,"0","0","no"
"479","Grønnestad, Mr. Daniel Danielsen","male",32,"3rd","S","Norway",8471,8.0615,"0","0","no"
"480","Guest, Mr. Charles Robert","male",25,"3rd","S","England",376563,8.01,"0","0","no"
"481","Guggenheim, Mr. Benjamin","male",46,"1st","C","France",17593,79.04,"0","0","no"
"482","Gustafsson, Mr. Alfred Ossian","male",19,"3rd","S","Finland",7534,9.1611,"0","0","no"
"483","Gustafsson, Mr. Anders Vilhelm","male",37,"3rd","S","Finland",3101276,7.1806,"2","0","no"
"484","Gustafsson, Mr. Johan Birger","male",28,"3rd","S","Finland",3101277,7.1806,"2","0","no"
"485","Gustafsson, Mr. Karl Gideon","male",19,"3rd","S","Sweden",347069,7.1506,"0","0","no"
"486","Haas, Miss. Aloisia","female",24,"3rd","S","Switzerland",349236,8.17,"0","0","no"
"487","Hagland, Mr. Ingvald Olai Olsen","male",28,"3rd","S","Norway",65303,6.1904,"1","0","no"
"488","Hagland, Mr. Konrad Mathias Reiersen","male",19,"3rd","S","Norway",65304,6.1904,"1","0","no"
"489","Hakkarainen, Mr. Pekka Pietari","male",28,"3rd","S","Finland",3101279,15.17,"1","0","no"
"490","Hakkarainen, Mrs. Elin Matilda","female",24,"3rd","S","Finland",3101279,15.17,"1","0","yes"
"491","Hale, Mr. Reginald","male",30,"2nd","S","England",250653,13,"0","0","no"
"492","Hämäläinen, Master. Viljo Unto Johannes","male",0.5833333333,"2nd","S","United States",250649,14.1,"1","1","yes"
"493","Hämäläinen, Mrs. Anna","female",23,"2nd","S","United States",250649,14.1,"0","2","yes"
